PC1,PC2
1.74668,-1.05636
1.5156,-0.991004
1.31519,-0.936334
1.24566,-0.919681
1.02364,-0.857613
1.2509,-0.936505
0.903507,-0.710419
0.777936,-0.786521
0.616385,-0.737821
0.616385,-0.737821
0.490197,-0.694262
0.571092,-0.721399
0.492501,-0.701462
0.61257,-0.75136
0.594452,-0.744791
0.241305,-0.621221
0.212944,-0.635649
0.147536,-0.604338
0.00347683,-0.577695
-0.0660546,-0.561042
-0.19137,-0.52548
-0.182311,-0.528765
-0.164194,-0.535334
-0.0108287,-0.588746
0.0335919,-0.597172
0.33039,-0.692715
0.209763,-0.651612
0.306471,-0.678118
0.461901,-0.733157
0.725403,-0.825186
0.677804,-0.801564
0.863034,-0.859288
0.998282,-0.906132
1.01553,-0.904704
1.15459,-0.938009
1.27847,-0.974368
1.76725,-1.12372
2.14352,-1.2472
2.29164,-1.28379
2.65423,-1.38958
2.53765,-1.16954
2.71195,-0.707276
2.70989,-0.55259
2.63729,-0.881641
2.62554,-1.32024
2.97465,-0.154466
3.24216,0.710143
3.13927,0.399587
3.61807,1.77802
3.59283,2.012
2.91905,-0.489763
2.71058,-0.940518
2.75436,-1.37454
2.56095,-1.32153
2.10753,-1.17732
1.88257,-1.10562
1.80716,-1.06972
1.73469,-1.04345
1.87899,-1.09358
1.4665,-0.956961
1.36979,-0.930455
1.19012,-0.875186
1.05018,-0.833884
1.05106,-0.841881
1.1863,-0.888724
0.868766,-0.79378
0.781117,-0.770559
0.646743,-0.731712
0.849772,-0.810373
0.568153,-0.711775
0.489563,-0.691838
0.294716,-0.639624
0.215252,-0.61169
0.145721,-0.595037
-0.0672433,-0.536254
-0.0447558,-0.551649
-0.133836,-0.529225
0.0458319,-0.584494
0.208256,-0.641191
0.231062,-0.642218
0.354946,-0.678578
0.627506,-0.773891
0.671927,-0.782317
0.732399,-0.795685
0.935747,-0.859978
1.09817,-0.916675
1.25066,-0.962091
1.43359,-1.01262
1.6328,-1.07366
1.7009,-1.09111
2.03569,-1.18462
1.93374,-1.14129
2.58669,-0.904159
2.52678,-1.31002
3.47157,1.47445
4.09753,1.44746
3.12569,-1.39984
3.91754,0.803289
2.88013,0.80682
2.02694,-0.825029
2.36825,1.8982
2.74121,2.56559
1.67384,-0.965063
1.51918,0.281007
1.98244,2.74375
1.83069,2.16879
0.940615,-0.731554
1.55636,1.1226
0.916696,-0.013977
1.44667,2.06292
0.593215,-0.383568
0.709162,-0.295065
0.318711,-0.66544
0.833568,1.58607
0.946274,2.21509
0.364577,0.269049
1.20122,2.21452
0.0797591,-0.621591
0.107563,-0.187938
-0.232536,-0.54347
-0.0295076,-0.622131
-0.302068,-0.526817
-0.436442,-0.487971
-0.196301,-0.556608
0.00672755,-0.635269
-0.202421,-0.562947
0.0610802,-0.654976
0.0161052,-0.624186
0.28373,-0.701557
0.393866,-0.740173
0.339206,-0.721586
0.768968,0.850642
1.04734,0.882448
0.650946,-0.227423
0.797186,-0.738493
0.97667,-0.592614
1.60284,0.959493
1.15496,-0.881126
2.03653,1.60328
2.01092,1.37027
1.78306,0.0569791
2.23276,2.04136
1.44759,-0.0738145
1.1098,-0.148338
1.80039,2.13822
1.21271,1.10434
1.18029,1.25291
0.844934,0.670477
0.700751,0.922873
0.662653,1.70977
-0.014714,2.58497
-0.808942,0.35118
-1.13393,-0.33202
-0.967671,0.719998
-1.16559,0.0164003
-1.12386,-0.158946
-1.37644,-0.311947
-1.37644,-0.311947
-1.40067,-0.311717
-1.40973,-0.308433
-1.44303,-0.304918
-1.44303,-0.304918
-1.42491,-0.311487
-1.38256,-0.318286
-0.896143,0.695026
-0.900149,0.350627
-1.02941,-0.392785
-1.28561,-0.319206
-0.793947,0.555383
-0.900726,-0.276254
0.089743,3.3868
-0.924211,0.24785
-0.525062,1.7023
-0.0213981,3.24905
-0.759044,0.174699
-0.226961,1.45436
-0.506082,1.47976
-1.04436,0.0340061
-0.57542,1.85843
-0.684313,1.36486
-0.249183,2.41955
-0.640723,-0.0122649
-0.566378,0.331951
0.026496,1.88757
-0.48929,-0.00159501
-0.311933,0.121306
0.298937,2.04917
0.809027,2.74734
0.538001,0.788383
1.23158,2.71097
0.999541,0.94831
0.874208,-0.264364
0.968655,-0.804323
1.69561,1.70252
1.87728,2.04904
1.87808,1.60633
1.9678,2.16256
2.27535,2.73936
2.3367,2.87106
1.24059,-0.681835
1.33168,0.107638
1.48142,-0.282361
1.96449,2.84944
1.63569,2.18386
1.57753,1.91507
1.09243,1.15947
1.33627,2.29015
0.931862,0.411249
1.28373,2.60667
0.818671,0.942289
1.32221,2.40867
0.490758,0.83188
-0.0416441,-0.462149
-0.325013,-0.378716
-0.140102,-0.450809
-0.464076,-0.345411
-0.47807,-0.324184
-0.551725,-0.32219
-0.731393,-0.266921
-0.889447,-0.21905
-0.674736,-0.293828
-0.683795,-0.290543
-0.625072,-0.319076
-0.986154,-0.192544
-0.875145,-0.239158
-1.05237,-0.128632
-1.03669,-0.190458
-0.962794,-0.215936
-1.33905,-0.0924587
-1.18569,-0.145871
-1.04138,-0.195999
-1.07468,-0.192485
-1.26571,-0.126732
-1.2727,-0.125074
-1.04687,-0.204762
-0.974399,-0.231038
-0.793858,-0.294304
-0.669974,-0.330664
-0.54609,-0.367023
-0.291647,-0.455768
-0.518913,-0.376877
-0.333683,-0.434601
-0.027827,-0.533429
0.168527,-0.596065
0.30147,-0.635708
0.679797,-0.760812
0.839282,-0.807886
0.84834,-0.811171
0.635441,-0.696624
1.36199,-0.963177
1.43177,-0.954244
1.7625,-1.05573
1.96834,-0.716128
2.13677,-0.558646
2.1019,-0.997334
2.39264,-0.921553
2.50567,0.14985
2.36572,-0.646976
2.38215,-0.766006
2.82165,0.27986
2.72581,-0.386699
2.67101,-1.01165
