0;0.0;0.0;64.0;0.0;28.5;3611.0;0.0;-59.0;-20.0;-13.0
1;2.0;0.0;59.0;0.0;28.1;3613.0;0.0;-59.0;-20.0;-13.0
2;3.0;0.0;55.0;0.0;28.2;3611.0;0.0;-59.0;-19.0;-12.0
3;4.0;0.0;54.0;0.0;28.4;3616.0;0.0;-58.0;-21.0;-12.0
4;35.0;0.0;49.0;0.0;27.9;3611.0;0.0;-58.0;-21.0;-12.0
5;167.0;0.0;48.0;0.0;27.3;3616.0;0.0;-58.0;-20.0;-12.0
6;0.0;0.0;49.0;0.0;28.1;3611.0;0.0;-58.0;-20.0;-13.0
7;39.0;0.0;47.0;0.0;27.8;3611.0;0.0;-59.0;-20.0;-13.0
8;69.0;0.0;46.0;0.0;27.4;3616.0;0.0;-58.0;-20.0;-13.0
9;69.0;0.0;45.0;0.0;27.2;3611.0;0.0;-58.0;-21.0;-12.0
10;197.0;0.0;45.0;0.0;27.4;3611.0;0.0;-58.0;-21.0;-12.0
11;208.0;0.0;44.0;0.0;27.5;3611.0;0.0;-58.0;-21.0;-10.0
12;95.0;0.0;44.0;0.0;27.4;3611.0;0.0;-59.0;-20.0;-13.0
13;156.0;0.0;45.0;0.0;26.8;3608.0;0.0;-59.0;-20.0;-13.0
14;224.0;0.0;45.0;0.0;26.7;3613.0;0.0;-58.0;-20.0;-13.0
15;77.0;0.0;45.0;0.0;26.6;3616.0;0.0;-60.0;-18.0;-18.0
16;234.0;0.0;45.0;0.0;26.3;3616.0;0.0;-59.0;-20.0;-14.0
17;131.0;0.0;45.0;0.0;26.1;3616.0;0.0;-58.0;-21.0;-13.0
18;25.0;0.0;47.0;0.0;25.7;3606.0;0.0;-60.0;-17.0;-7.0
19;5.0;0.0;50.0;0.0;24.8;3603.0;0.0;-57.0;-22.0;-10.0
20;40.0;0.0;51.0;0.0;24.6;3611.0;0.0;-57.0;-21.0;-13.0
21;66.0;0.0;52.0;0.0;24.2;3600.0;0.0;-58.0;-21.0;-19.0
22;165.0;0.0;52.0;0.0;24.1;3600.0;0.0;-60.0;-22.0;-10.0
23;237.0;0.0;51.0;0.0;23.9;3600.0;0.0;-58.0;-19.0;-12.0
24;61.0;0.0;51.0;0.0;23.5;3600.0;0.0;-58.0;-22.0;-13.0
25;0.0;0.0;50.0;0.0;23.3;3598.0;0.0;-59.0;-21.0;-12.0
26;0.0;0.0;50.0;0.0;23.3;3606.0;0.0;-59.0;-21.0;-13.0
27;1.0;0.0;50.0;0.0;23.1;3608.0;0.0;-59.0;-21.0;-13.0
28;0.0;0.0;50.0;0.0;22.9;3598.0;0.0;-58.0;-21.0;-12.0
29;0.0;0.0;52.0;0.0;22.0;3595.0;0.0;-58.0;-21.0;-12.0
30;89.0;0.0;54.0;0.0;21.8;3595.0;0.0;-58.0;-22.0;-14.0
31;17.0;0.0;54.0;0.0;21.6;3595.0;0.0;-57.0;-21.0;-12.0
32;0.0;0.0;55.0;0.0;21.1;3595.0;0.0;-58.0;-21.0;-11.0
33;0.0;0.0;55.0;0.0;21.1;3595.0;0.0;-59.0;-21.0;-13.0
34;0.0;0.0;55.0;0.0;20.7;3593.0;0.0;-58.0;-21.0;-12.0
35;0.0;0.0;56.0;0.0;19.3;3590.0;0.0;-58.0;-21.0;-12.0
36;0.0;0.0;58.0;0.0;18.7;3590.0;0.0;-58.0;-22.0;-12.0
37;0.0;0.0;59.0;0.0;18.2;3585.0;0.0;-59.0;-22.0;-12.0
38;0.0;0.0;59.0;0.0;17.9;3590.0;0.0;-58.0;-21.0;-12.0
39;0.0;0.0;60.0;0.0;17.7;3593.0;0.0;-58.0;-22.0;-12.0
40;0.0;0.0;61.0;0.0;17.3;3585.0;0.0;-58.0;-22.0;-13.0
41;0.0;0.0;63.0;0.0;16.6;3582.0;0.0;-57.0;-21.0;-13.0
42;1.0;0.0;65.0;0.0;16.9;3585.0;0.0;-57.0;-22.0;-13.0
43;1.0;0.0;65.0;0.0;16.8;3587.0;0.0;-57.0;-21.0;-12.0
44;0.0;0.0;65.0;0.0;16.7;3590.0;0.0;-59.0;-21.0;-12.0
45;0.0;0.0;65.0;0.0;16.7;3593.0;0.0;-58.0;-21.0;-12.0
46;0.0;0.0;66.0;0.0;17.3;3585.0;0.0;-58.0;-21.0;-12.0
47;0.0;0.0;66.0;0.0;17.6;3590.0;0.0;-58.0;-22.0;-13.0
48;0.0;0.0;65.0;0.0;18.7;3585.0;0.0;-58.0;-20.0;-13.0
49;0.0;0.0;64.0;0.0;19.7;3590.0;0.0;-58.0;-21.0;-11.0
50;0.0;0.0;64.0;0.0;20.1;3595.0;0.0;-59.0;-21.0;-13.0
51;0.0;0.0;63.0;0.0;20.5;3593.0;0.0;-58.0;-21.0;-13.0
52;0.0;0.0;62.0;0.0;20.9;3590.0;0.0;-58.0;-21.0;-14.0
53;0.0;0.0;61.0;0.0;21.6;3593.0;0.0;-58.0;-20.0;-12.0
54;0.0;0.0;60.0;0.0;22.3;3595.0;0.0;-59.0;-21.0;-13.0
55;0.0;0.0;59.0;0.0;22.4;3600.0;0.0;-58.0;-20.0;-13.0
56;0.0;0.0;59.0;0.0;22.7;3603.0;0.0;-58.0;-21.0;-12.0
57;0.0;0.0;59.0;0.0;23.2;3606.0;0.0;-58.0;-21.0;-13.0
58;0.0;0.0;57.0;0.0;23.4;3598.0;0.0;-58.0;-22.0;-13.0
59;1.0;0.0;56.0;0.0;23.6;3606.0;0.0;-58.0;-21.0;-13.0
60;0.0;0.0;55.0;0.0;24.6;3600.0;0.0;-59.0;-21.0;-13.0
61;1.0;0.0;52.0;0.0;29.1;3611.0;0.0;-59.0;-21.0;-13.0
62;0.0;0.0;51.0;0.0;29.3;3619.0;0.0;-58.0;-21.0;-14.0
63;0.0;0.0;48.0;0.0;31.5;3616.0;0.0;-57.0;-21.0;-13.0
64;0.0;0.0;47.0;0.0;31.4;3624.0;0.0;-59.0;-21.0;-12.0
65;0.0;0.0;46.0;0.0;31.4;3626.0;0.0;-58.0;-21.0;-12.0
66;0.0;0.0;44.0;0.0;31.9;3621.0;0.0;-58.0;-21.0;-13.0
67;0.0;0.0;42.0;0.0;31.6;3621.0;0.0;-59.0;-20.0;-12.0
68;0.0;0.0;42.0;0.0;31.2;3626.0;0.0;-58.0;-21.0;-12.0
69;35.0;0.0;41.0;0.0;31.2;3619.0;0.0;-57.0;-21.0;-11.0
70;0.0;0.0;39.0;0.0;32.1;3619.0;0.0;-58.0;-20.0;-12.0
71;10.0;0.0;36.0;0.0;35.8;3626.0;0.0;-58.0;-20.0;-13.0
72;1.0;0.0;34.0;0.0;33.2;3624.0;0.0;-59.0;-21.0;-12.0
73;20.0;0.0;35.0;0.0;33.3;3624.0;0.0;-59.0;-21.0;-12.0
74;110.0;0.0;34.0;0.0;33.0;3626.0;0.0;-58.0;-21.0;-11.0
75;77.0;0.0;35.0;0.0;31.4;3621.0;0.0;-60.0;-20.0;-12.0
76;22.0;0.0;36.0;0.0;31.1;3619.0;0.0;-58.0;-21.0;-11.0
77;202.0;0.0;36.0;0.0;30.5;3619.0;0.0;-59.0;-21.0;-13.0
78;184.0;0.0;36.0;0.0;30.1;3624.0;0.0;-58.0;-21.0;-11.0
79;220.0;0.0;37.0;0.0;29.7;3621.0;0.0;-58.0;-20.0;-13.0
80;13.0;0.0;37.0;0.0;29.5;3621.0;0.0;-58.0;-20.0;-13.0
81;109.0;0.0;39.0;0.0;28.7;3613.0;0.0;-59.0;-21.0;-13.0
82;145.0;0.0;40.0;0.0;27.6;3611.0;0.0;-59.0;-22.0;-12.0
83;0.0;0.0;42.0;0.0;26.8;3611.0;0.0;-59.0;-21.0;-12.0
84;0.0;0.0;44.0;0.0;26.2;3613.0;0.0;-59.0;-20.0;-13.0
85;2.0;0.0;47.0;0.0;25.0;3606.0;0.0;-58.0;-22.0;-12.0
86;0.0;0.0;47.0;0.0;24.4;3603.0;0.0;-58.0;-21.0;-11.0
87;0.0;0.0;48.0;0.0;23.7;3600.0;0.0;-59.0;-21.0;-11.0
88;0.0;0.0;50.0;0.0;23.4;3606.0;0.0;-59.0;-22.0;-12.0
89;0.0;0.0;51.0;0.0;23.1;3611.0;0.0;-58.0;-21.0;-11.0
90;0.0;0.0;54.0;0.0;22.4;3595.0;0.0;-58.0;-22.0;-12.0
91;0.0;0.0;54.0;0.0;21.7;3595.0;0.0;-58.0;-22.0;-12.0
92;0.0;0.0;54.0;0.0;21.4;3595.0;0.0;-58.0;-22.0;-12.0
93;0.0;0.0;55.0;0.0;21.2;3600.0;0.0;-58.0;-22.0;-12.0
94;0.0;0.0;55.0;0.0;21.1;3603.0;0.0;-59.0;-22.0;-13.0
95;0.0;0.0;56.0;0.0;20.8;3595.0;0.0;-58.0;-21.0;-13.0
96;0.0;0.0;56.0;0.0;20.7;3600.0;0.0;-58.0;-21.0;-12.0
97;3.0;0.0;56.0;0.0;20.3;3593.0;0.0;-59.0;-21.0;-12.0
98;0.0;0.0;57.0;0.0;20.2;3598.0;0.0;-58.0;-21.0;-13.0
99;0.0;0.0;58.0;0.0;19.8;3590.0;0.0;-58.0;-23.0;-13.0
100;0.0;0.0;58.0;0.0;19.7;3595.0;0.0;-59.0;-21.0;-12.0
101;0.0;0.0;59.0;0.0;19.3;3590.0;0.0;-57.0;-22.0;-12.0
102;0.0;0.0;59.0;0.0;19.2;3595.0;0.0;-58.0;-22.0;-13.0
103;0.0;0.0;60.0;0.0;19.0;3595.0;0.0;-58.0;-21.0;-11.0
104;0.0;0.0;60.0;0.0;19.0;3598.0;0.0;-58.0;-21.0;-13.0
105;0.0;0.0;61.0;0.0;18.7;3587.0;0.0;-58.0;-21.0;-12.0
106;0.0;0.0;61.0;0.0;18.4;3590.0;0.0;-58.0;-21.0;-12.0
107;0.0;0.0;62.0;0.0;18.1;3585.0;0.0;-57.0;-21.0;-12.0
108;0.0;0.0;62.0;0.0;18.2;3593.0;0.0;-57.0;-21.0;-12.0
109;0.0;0.0;62.0;0.0;18.8;3595.0;0.0;-57.0;-21.0;-13.0
110;0.0;0.0;62.0;0.0;19.2;3590.0;0.0;-58.0;-20.0;-13.0
111;0.0;0.0;63.0;0.0;19.5;3590.0;0.0;-57.0;-20.0;-13.0
112;0.0;0.0;63.0;0.0;19.8;3595.0;0.0;-57.0;-21.0;-13.0
113;0.0;0.0;62.0;0.0;20.1;3595.0;0.0;-58.0;-20.0;-13.0
114;0.0;0.0;62.0;0.0;20.4;3600.0;0.0;-58.0;-21.0;-12.0
115;0.0;0.0;62.0;0.0;20.9;3593.0;0.0;-57.0;-21.0;-12.0
116;0.0;0.0;62.0;0.0;21.7;3595.0;0.0;-57.0;-20.0;-13.0
117;0.0;0.0;61.0;0.0;22.4;3595.0;0.0;-57.0;-20.0;-13.0
118;0.0;0.0;60.0;0.0;23.1;3598.0;0.0;-58.0;-20.0;-12.0
119;0.0;0.0;59.0;0.0;23.8;3600.0;0.0;-58.0;-21.0;-13.0
120;0.0;0.0;59.0;0.0;23.9;3606.0;0.0;-58.0;-20.0;-12.0
121;0.0;0.0;58.0;0.0;25.1;3600.0;0.0;-58.0;-21.0;-11.0
122;0.0;0.0;57.0;0.0;25.6;3608.0;0.0;-58.0;-21.0;-13.0
123;0.0;0.0;57.0;0.0;26.0;3611.0;0.0;-58.0;-21.0;-12.0
124;0.0;0.0;55.0;0.0;27.1;3606.0;0.0;-59.0;-22.0;-13.0
125;1.0;0.0;53.0;0.0;27.2;3608.0;0.0;-59.0;-21.0;-12.0
126;0.0;0.0;52.0;0.0;30.9;3613.0;0.0;-58.0;-21.0;-13.0
127;5.0;0.0;51.0;0.0;31.1;3621.0;0.0;-58.0;-21.0;-12.0
128;0.0;0.0;49.0;0.0;32.8;3621.0;0.0;-59.0;-22.0;-12.0
129;0.0;0.0;47.0;0.0;34.2;3621.0;0.0;-59.0;-21.0;-13.0
130;0.0;0.0;44.0;0.0;35.7;3626.0;0.0;-59.0;-21.0;-12.0
131;0.0;0.0;44.0;0.0;35.3;3632.0;0.0;-59.0;-21.0;-12.0
132;241.0;0.0;39.0;0.0;33.7;3626.0;0.0;-59.0;-21.0;-12.0
133;27.0;0.0;40.0;0.0;31.9;3621.0;0.0;-58.0;-20.0;-13.0
134;13.0;0.0;40.0;0.0;32.1;3621.0;0.0;-58.0;-21.0;-12.0
135;89.0;0.0;39.0;0.0;32.5;3621.0;0.0;-59.0;-21.0;-13.0
136;40.0;0.0;38.0;0.0;33.1;3621.0;0.0;-59.0;-21.0;-12.0
137;48.0;0.0;36.0;0.0;33.1;3621.0;0.0;-60.0;-20.0;-13.0
138;129.0;0.0;37.0;0.0;33.1;3621.0;0.0;-58.0;-18.0;-13.0
139;222.0;0.0;36.0;0.0;33.2;3624.0;0.0;-59.0;-21.0;-13.0
140;95.0;0.0;35.0;0.0;33.1;3626.0;0.0;-59.0;-21.0;-12.0
141;22.0;0.0;34.0;0.0;33.1;3629.0;0.0;-59.0;-20.0;-10.0
