accMotion,digital,humidity,pulseAbs,temperature,vdd,waterleak,x,y,z
0.0,0.0,65.0,0.0,23.5,3600.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,64.0,0.0,24.3,3598.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,63.0,0.0,24.5,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,63.0,0.0,25.2,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,62.0,0.0,25.9,3600.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,62.0,0.0,26.6,3603.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,62.0,0.0,26.8,3611.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,61.0,0.0,27.6,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,60.0,0.0,28.6,3608.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,60.0,0.0,28.4,3613.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,59.0,0.0,28.9,3611.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,57.0,0.0,29.7,3611.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,56.0,0.0,30.7,3611.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,53.0,0.0,33.3,3616.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,52.0,0.0,33.7,3626.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,50.0,0.0,34.6,3626.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,47.0,0.0,37.5,3626.0,0.0,-58.0,-20.0,-12.0
10.0,0.0,45.0,0.0,35.7,3624.0,0.0,-59.0,-21.0,-12.0
42.0,0.0,44.0,0.0,35.8,3624.0,0.0,-58.0,-22.0,-14.0
51.0,0.0,43.0,0.0,35.0,3624.0,0.0,-58.0,-21.0,-12.0
29.0,0.0,43.0,0.0,35.2,3624.0,0.0,-61.0,-20.0,-12.0
1.0,0.0,42.0,0.0,35.3,3626.0,0.0,-57.0,-19.0,-16.0
80.0,0.0,40.0,0.0,35.5,3624.0,0.0,-58.0,-19.0,-11.0
139.0,0.0,39.0,0.0,35.4,3624.0,0.0,-59.0,-20.0,-11.0
119.0,0.0,42.0,0.0,35.6,3626.0,0.0,-59.0,-20.0,-11.0
215.0,0.0,42.0,0.0,35.5,3629.0,0.0,-59.0,-21.0,-13.0
229.0,0.0,42.0,0.0,35.6,3626.0,0.0,-59.0,-22.0,-12.0
59.0,0.0,42.0,0.0,35.9,3626.0,0.0,-59.0,-21.0,-13.0
27.0,0.0,43.0,0.0,36.1,3624.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,41.0,0.0,36.4,3626.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,43.0,0.0,35.0,3626.0,0.0,-59.0,-20.0,-12.0
0.0,0.0,45.0,0.0,33.1,3619.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,46.0,0.0,32.0,3616.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,45.0,0.0,30.8,3616.0,0.0,-58.0,-22.0,-11.0
0.0,0.0,45.0,0.0,30.0,3616.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,45.0,0.0,29.9,3621.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,46.0,0.0,29.1,3611.0,0.0,-58.0,-22.0,-13.0
0.0,0.0,47.0,0.0,28.4,3611.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,48.0,0.0,27.8,3608.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,49.0,0.0,27.3,3606.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,50.0,0.0,27.0,3608.0,0.0,-59.0,-22.0,-12.0
0.0,0.0,50.0,0.0,26.8,3613.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,52.0,0.0,26.4,3606.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,53.0,0.0,25.8,3606.0,0.0,-59.0,-22.0,-12.0
0.0,0.0,54.0,0.0,25.7,3603.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,55.0,0.0,25.6,3611.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,55.0,0.0,25.2,3603.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,56.0,0.0,24.7,3603.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,58.0,0.0,24.3,3600.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,58.0,0.0,24.1,3598.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,59.0,0.0,23.7,3598.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,61.0,0.0,23.1,3595.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,62.0,0.0,22.7,3598.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,63.0,0.0,23.1,3595.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,62.0,0.0,23.7,3598.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,62.0,0.0,23.8,3603.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,61.0,0.0,24.7,3600.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,60.0,0.0,25.7,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,60.0,0.0,26.0,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,59.0,0.0,26.8,3606.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,58.0,0.0,27.1,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,57.0,0.0,28.3,3608.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,57.0,0.0,28.4,3613.0,0.0,-59.0,-22.0,-13.0
0.0,0.0,56.0,0.0,28.7,3616.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,54.0,0.0,31.0,3613.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,53.0,0.0,30.8,3619.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,52.0,0.0,32.2,3616.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,49.0,0.0,33.1,3621.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,48.0,0.0,33.3,3616.0,0.0,-59.0,-21.0,-12.0
27.0,0.0,44.0,0.0,35.1,3624.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,43.0,0.0,35.3,3624.0,0.0,-59.0,-21.0,-13.0
193.0,0.0,42.0,0.0,35.9,3626.0,0.0,-59.0,-20.0,-12.0
200.0,0.0,32.0,0.0,37.8,3629.0,0.0,-59.0,-20.0,-14.0
2.0,0.0,32.0,0.0,37.1,3626.0,0.0,-60.0,-20.0,-12.0
156.0,0.0,32.0,0.0,36.8,3632.0,0.0,-58.0,-22.0,-8.0
138.0,0.0,41.0,0.0,33.2,3621.0,0.0,-57.0,-26.0,-1.0
20.0,0.0,45.0,0.0,31.3,3619.0,0.0,-56.0,-21.0,-16.0
198.0,0.0,48.0,0.0,30.1,3613.0,0.0,-60.0,-22.0,-14.0
248.0,0.0,49.0,0.0,29.6,3621.0,0.0,-59.0,-23.0,-17.0
6.0,0.0,50.0,0.0,29.2,3621.0,0.0,-59.0,-20.0,-12.0
81.0,0.0,52.0,0.0,28.2,3611.0,0.0,-57.0,-20.0,-11.0
245.0,0.0,54.0,0.0,27.6,3608.0,0.0,-60.0,-21.0,-11.0
206.0,0.0,54.0,0.0,27.7,3608.0,0.0,-58.0,-20.0,-13.0
7.0,0.0,55.0,0.0,27.3,3608.0,0.0,-58.0,-21.0,-14.0
136.0,0.0,56.0,0.0,26.9,3613.0,0.0,-59.0,-21.0,-13.0
52.0,0.0,57.0,0.0,26.4,3606.0,0.0,-58.0,-20.0,-10.0
193.0,0.0,58.0,0.0,26.2,3606.0,0.0,-59.0,-20.0,-9.0
23.0,0.0,59.0,0.0,25.9,3603.0,0.0,-58.0,-19.0,-8.0
31.0,0.0,59.0,0.0,25.8,3606.0,0.0,-58.0,-19.0,-12.0
0.0,0.0,60.0,0.0,25.3,3600.0,0.0,-59.0,-20.0,-13.0
152.0,0.0,62.0,0.0,24.8,3600.0,0.0,-58.0,-20.0,-12.0
194.0,0.0,63.0,0.0,24.5,3600.0,0.0,-58.0,-22.0,-13.0
61.0,0.0,64.0,0.0,24.5,3600.0,0.0,-58.0,-19.0,-14.0
200.0,0.0,64.0,0.0,24.7,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,65.0,0.0,24.5,3600.0,0.0,-58.0,-21.0,-13.0
28.0,0.0,66.0,0.0,23.9,3600.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,69.0,0.0,23.2,3598.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,70.0,0.0,23.1,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,70.0,0.0,22.8,3598.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,71.0,0.0,22.7,3595.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,69.0,0.0,23.6,3598.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,70.0,0.0,23.5,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,70.0,0.0,23.9,3598.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,70.0,0.0,24.1,3606.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,68.0,0.0,24.9,3600.0,0.0,-57.0,-21.0,-13.0
1.0,0.0,68.0,0.0,25.1,3608.0,0.0,-58.0,-21.0,-13.0
1.0,0.0,68.0,0.0,25.3,3611.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,66.0,0.0,25.7,3606.0,0.0,-58.0,-21.0,-12.0
106.0,0.0,64.0,0.0,25.9,3603.0,0.0,-58.0,-21.0,-14.0
114.0,0.0,64.0,0.0,25.9,3611.0,0.0,-58.0,-21.0,-12.0
36.0,0.0,63.0,0.0,26.4,3606.0,0.0,-57.0,-21.0,-14.0
6.0,0.0,60.0,0.0,27.6,3608.0,0.0,-57.0,-20.0,-13.0
18.0,0.0,58.0,0.0,28.3,3608.0,0.0,-57.0,-20.0,-13.0
127.0,0.0,56.0,0.0,28.5,3611.0,0.0,-58.0,-21.0,-12.0
3.0,0.0,56.0,0.0,29.2,3611.0,0.0,-58.0,-20.0,-12.0
175.0,0.0,53.0,0.0,30.0,3611.0,0.0,-58.0,-22.0,-12.0
160.0,0.0,53.0,0.0,30.4,3611.0,0.0,-59.0,-20.0,-13.0
73.0,0.0,52.0,0.0,30.8,3613.0,0.0,-59.0,-20.0,-15.0
207.0,0.0,54.0,0.0,30.4,3613.0,0.0,-58.0,-20.0,-14.0
61.0,0.0,59.0,0.0,29.2,3616.0,0.0,-59.0,-22.0,-24.0
50.0,0.0,61.0,0.0,28.4,3611.0,0.0,-57.0,-20.0,-12.0
207.0,0.0,61.0,0.0,28.2,3613.0,0.0,-59.0,-21.0,-8.0
131.0,0.0,63.0,0.0,27.6,3608.0,0.0,-59.0,-19.0,-17.0
140.0,0.0,64.0,0.0,27.2,3608.0,0.0,-62.0,-18.0,-12.0
97.0,0.0,65.0,0.0,26.5,3606.0,0.0,-59.0,-23.0,-29.0
110.0,0.0,66.0,0.0,25.7,3603.0,0.0,-59.0,-25.0,-28.0
159.0,0.0,68.0,0.0,24.8,3600.0,0.0,-63.0,-32.0,-19.0
205.0,0.0,81.0,0.0,21.7,3595.0,0.0,-58.0,-21.0,-13.0
50.0,0.0,83.0,0.0,21.4,3593.0,0.0,-59.0,-21.0,-15.0
2.0,0.0,86.0,0.0,21.1,3593.0,0.0,-57.0,-21.0,-13.0
72.0,0.0,88.0,0.0,21.5,3590.0,0.0,-58.0,-21.0,-13.0
24.0,0.0,88.0,0.0,21.5,3590.0,0.0,-57.0,-19.0,-10.0
14.0,0.0,88.0,0.0,21.4,3593.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,90.0,0.0,21.0,3590.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,90.0,0.0,21.0,3590.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,91.0,0.0,21.1,3590.0,0.0,-58.0,-21.0,-15.0
0.0,0.0,91.0,0.0,21.0,3590.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,92.0,0.0,21.0,3590.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,92.0,0.0,21.0,3590.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,92.0,0.0,21.2,3590.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,91.0,0.0,21.3,3590.0,0.0,-58.0,-20.0,-14.0
71.0,0.0,86.0,0.0,21.6,3590.0,0.0,-58.0,-20.0,-14.0
48.0,0.0,83.0,0.0,21.5,3590.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,85.0,0.0,21.3,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,87.0,0.0,20.9,3590.0,0.0,-58.0,-21.0,-13.0
62.0,0.0,81.0,0.0,21.3,3590.0,0.0,-57.0,-21.0,-14.0
6.0,0.0,77.0,0.0,21.2,3590.0,0.0,-57.0,-21.0,-14.0
255.0,0.0,77.0,0.0,20.8,3590.0,0.0,-58.0,-21.0,-12.0
38.0,0.0,77.0,0.0,20.5,3587.0,0.0,-59.0,-20.0,-16.0
137.0,0.0,77.0,0.0,20.4,3587.0,0.0,-58.0,-20.0,-14.0
243.0,0.0,75.0,0.0,20.4,3587.0,0.0,-58.0,-19.0,-15.0
34.0,0.0,71.0,0.0,20.3,3587.0,0.0,-55.0,-24.0,-9.0
125.0,0.0,71.0,0.0,20.0,3593.0,0.0,-60.0,-18.0,-12.0
121.0,0.0,72.0,0.0,19.5,3587.0,0.0,-57.0,-25.0,-5.0
20.0,0.0,73.0,0.0,19.2,3585.0,0.0,-56.0,-26.0,-10.0
144.0,0.0,74.0,0.0,19.1,3585.0,0.0,-60.0,-19.0,-15.0
111.0,0.0,74.0,0.0,19.4,3585.0,0.0,-57.0,-22.0,-14.0
185.0,0.0,72.0,0.0,20.1,3585.0,0.0,-59.0,-20.0,-13.0
25.0,0.0,71.0,0.0,21.0,3590.0,0.0,-57.0,-21.0,-13.0
47.0,0.0,69.0,0.0,21.1,3587.0,0.0,-58.0,-21.0,-14.0
156.0,0.0,68.0,0.0,21.3,3590.0,0.0,-57.0,-21.0,-14.0
28.0,0.0,69.0,0.0,21.8,3590.0,0.0,-58.0,-21.0,-13.0
38.0,0.0,66.0,0.0,22.2,3590.0,0.0,-58.0,-20.0,-17.0
170.0,0.0,64.0,0.0,22.2,3590.0,0.0,-58.0,-21.0,-13.0
223.0,0.0,61.0,0.0,23.3,3593.0,0.0,-58.0,-21.0,-16.0
94.0,0.0,58.0,0.0,24.4,3595.0,0.0,-58.0,-20.0,-17.0
227.0,0.0,55.0,0.0,24.9,3595.0,0.0,-57.0,-23.0,-15.0
111.0,0.0,52.0,0.0,25.5,3598.0,0.0,-58.0,-21.0,-12.0
32.0,0.0,50.0,0.0,26.3,3600.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,49.0,0.0,26.4,3606.0,0.0,-58.0,-18.0,-11.0
170.0,0.0,46.0,0.0,26.6,3603.0,0.0,-58.0,-20.0,-15.0
195.0,0.0,45.0,0.0,27.1,3603.0,0.0,-58.0,-23.0,-12.0
167.0,0.0,44.0,0.0,27.0,3606.0,0.0,-58.0,-22.0,-14.0
203.0,0.0,43.0,0.0,27.0,3603.0,0.0,-57.0,-23.0,-9.0
245.0,0.0,42.0,0.0,27.1,3606.0,0.0,-57.0,-25.0,-12.0
254.0,0.0,41.0,0.0,27.0,3606.0,0.0,-57.0,-17.0,-13.0
9.0,0.0,40.0,0.0,26.7,3603.0,0.0,-57.0,-21.0,-12.0
60.0,0.0,40.0,0.0,26.4,3600.0,0.0,-58.0,-20.0,-12.0
39.0,0.0,40.0,0.0,26.3,3608.0,0.0,-58.0,-21.0,-15.0
245.0,0.0,42.0,0.0,25.7,3600.0,0.0,-59.0,-20.0,-16.0
197.0,0.0,43.0,0.0,25.3,3598.0,0.0,-58.0,-24.0,-16.0
179.0,0.0,43.0,0.0,24.8,3600.0,0.0,-58.0,-23.0,-12.0
122.0,0.0,44.0,0.0,24.1,3595.0,0.0,-59.0,-21.0,-14.0
198.0,0.0,45.0,0.0,23.7,3595.0,0.0,-58.0,-22.0,-10.0
73.0,0.0,46.0,0.0,23.6,3600.0,0.0,-58.0,-20.0,-12.0
217.0,0.0,46.0,0.0,23.3,3593.0,0.0,-59.0,-22.0,-14.0
104.0,0.0,47.0,0.0,23.0,3595.0,0.0,-58.0,-20.0,-17.0
206.0,0.0,47.0,0.0,22.9,3598.0,0.0,-58.0,-21.0,-16.0
91.0,0.0,49.0,0.0,22.4,3590.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,51.0,0.0,21.4,3590.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,53.0,0.0,20.7,3585.0,0.0,-58.0,-22.0,-13.0
0.0,0.0,54.0,0.0,20.4,3593.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,55.0,0.0,19.9,3585.0,0.0,-58.0,-21.0,-12.0
1.0,0.0,55.0,0.0,19.7,3585.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,56.0,0.0,19.3,3585.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,57.0,0.0,18.7,3582.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,58.0,0.0,18.0,3580.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,58.0,0.0,18.0,3587.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,58.0,0.0,17.9,3587.0,0.0,-58.0,-22.0,-13.0
0.0,0.0,59.0,0.0,17.9,3590.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,59.0,0.0,17.3,3580.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,60.0,0.0,17.2,3585.0,0.0,-58.0,-21.0,-13.0
3.0,0.0,60.0,0.0,16.8,3580.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,61.0,0.0,16.8,3582.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,61.0,0.0,16.6,3585.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,62.0,0.0,16.2,3575.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,62.0,0.0,16.2,3580.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,62.0,0.0,16.1,3585.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,63.0,0.0,16.1,3585.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,63.0,0.0,16.7,3577.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,63.0,0.0,17.3,3575.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,63.0,0.0,18.1,3580.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,63.0,0.0,18.9,3580.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,63.0,0.0,19.2,3585.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,62.0,0.0,20.2,3585.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,61.0,0.0,21.2,3585.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,61.0,0.0,21.3,3593.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,61.0,0.0,21.5,3585.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,60.0,0.0,22.5,3587.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,59.0,0.0,22.8,3595.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,58.0,0.0,24.6,3595.0,0.0,-58.0,-22.0,-13.0
0.0,0.0,57.0,0.0,25.7,3595.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,56.0,0.0,26.8,3603.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,55.0,0.0,26.5,3608.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,55.0,0.0,26.6,3608.0,0.0,-57.0,-21.0,-13.0
2.0,0.0,54.0,0.0,26.5,3600.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,30.8,3608.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,47.0,0.0,30.1,3608.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,45.0,0.0,32.0,3611.0,0.0,-58.0,-21.0,-13.0
24.0,0.0,42.0,0.0,31.4,3613.0,0.0,-59.0,-21.0,-12.0
37.0,0.0,41.0,0.0,32.3,3613.0,0.0,-58.0,-21.0,-12.0
8.0,0.0,39.0,0.0,32.5,3613.0,0.0,-59.0,-20.0,-13.0
19.0,0.0,39.0,0.0,32.5,3621.0,0.0,-58.0,-21.0,-13.0
88.0,0.0,39.0,0.0,32.3,3616.0,0.0,-59.0,-21.0,-12.0
35.0,0.0,38.0,0.0,32.8,3616.0,0.0,-58.0,-21.0,-13.0
28.0,0.0,38.0,0.0,33.3,3616.0,0.0,-58.0,-22.0,-12.0
102.0,0.0,37.0,0.0,33.4,3619.0,0.0,-59.0,-21.0,-10.0
58.0,0.0,36.0,0.0,33.3,3621.0,0.0,-59.0,-21.0,-12.0
18.0,0.0,36.0,0.0,33.5,3624.0,0.0,-59.0,-22.0,-12.0
186.0,0.0,35.0,0.0,33.7,3624.0,0.0,-59.0,-20.0,-13.0
73.0,0.0,34.0,0.0,33.8,3619.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,33.0,0.0,34.4,3621.0,0.0,-59.0,-20.0,-12.0
0.0,0.0,30.0,0.0,34.9,3621.0,0.0,-58.0,-20.0,-13.0
5.0,0.0,28.0,0.0,34.0,3621.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,28.0,0.0,32.2,3616.0,0.0,-59.0,-21.0,-14.0
0.0,0.0,30.0,0.0,30.8,3613.0,0.0,-59.0,-21.0,-13.0
1.0,0.0,31.0,0.0,30.0,3611.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,32.0,0.0,29.2,3611.0,0.0,-59.0,-21.0,-12.0
7.0,0.0,35.0,0.0,28.2,3611.0,0.0,-59.0,-20.0,-11.0
38.0,0.0,37.0,0.0,27.4,3611.0,0.0,-58.0,-21.0,-14.0
209.0,0.0,44.0,0.0,26.0,3603.0,0.0,-58.0,-21.0,-13.0
244.0,0.0,46.0,0.0,25.6,3608.0,0.0,-58.0,-20.0,-14.0
130.0,0.0,47.0,0.0,25.4,3608.0,0.0,-57.0,-21.0,-12.0
39.0,0.0,49.0,0.0,24.8,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,49.0,0.0,24.4,3600.0,0.0,-58.0,-21.0,-11.0
0.0,0.0,50.0,0.0,23.9,3595.0,0.0,-59.0,-22.0,-12.0
0.0,0.0,52.0,0.0,23.5,3598.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,55.0,0.0,23.0,3595.0,0.0,-58.0,-22.0,-13.0
2.0,0.0,59.0,0.0,22.5,3595.0,0.0,-58.0,-21.0,-12.0
2.0,0.0,58.0,0.0,22.0,3593.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,59.0,0.0,21.6,3590.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,59.0,0.0,21.4,3595.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,59.0,0.0,21.1,3590.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,59.0,0.0,21.0,3587.0,0.0,-56.0,-21.0,-14.0
0.0,0.0,59.0,0.0,20.6,3587.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,60.0,0.0,20.6,3587.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,60.0,0.0,20.7,3593.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,59.0,0.0,21.5,3590.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,59.0,0.0,21.0,3590.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,57.0,0.0,21.7,3590.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,58.0,0.0,21.6,3595.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,57.0,0.0,22.5,3590.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,60.0,0.0,23.2,3593.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,57.0,0.0,25.3,3595.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,55.0,0.0,27.2,3600.0,0.0,-59.0,-21.0,-13.0
7.0,0.0,42.0,0.0,30.1,3606.0,0.0,-56.0,-21.0,-6.0
96.0,0.0,36.0,0.0,31.7,3611.0,0.0,-59.0,-21.0,-11.0
230.0,0.0,34.0,0.0,32.2,3611.0,0.0,-57.0,-21.0,-11.0
136.0,0.0,34.0,0.0,32.2,3619.0,0.0,-59.0,-21.0,-9.0
122.0,0.0,33.0,0.0,32.2,3611.0,0.0,-57.0,-21.0,-13.0
71.0,0.0,34.0,0.0,32.2,3621.0,0.0,-57.0,-16.0,-2.0
83.0,0.0,34.0,0.0,33.1,3616.0,0.0,-58.0,-18.0,-18.0
246.0,0.0,33.0,0.0,33.8,3621.0,0.0,-58.0,-22.0,-10.0
145.0,0.0,31.0,0.0,34.9,3619.0,0.0,-59.0,-20.0,-13.0
240.0,0.0,29.0,0.0,35.4,3621.0,0.0,-57.0,-22.0,-16.0
178.0,0.0,29.0,0.0,35.5,3626.0,0.0,-58.0,-21.0,-13.0
225.0,0.0,27.0,0.0,36.1,3621.0,0.0,-58.0,-21.0,-13.0
133.0,0.0,27.0,0.0,36.6,3624.0,0.0,-59.0,-19.0,-8.0
156.0,0.0,27.0,0.0,36.6,3624.0,0.0,-59.0,-22.0,-18.0
118.0,0.0,27.0,0.0,36.6,3624.0,0.0,-60.0,-21.0,-3.0
255.0,0.0,27.0,0.0,36.8,3624.0,0.0,-64.0,-20.0,-7.0
132.0,0.0,27.0,0.0,36.8,3626.0,0.0,-57.0,-20.0,-12.0
65.0,0.0,27.0,0.0,36.7,3626.0,0.0,-61.0,-17.0,-12.0
245.0,0.0,28.0,0.0,36.4,3624.0,0.0,-57.0,-22.0,-13.0
79.0,0.0,30.0,0.0,36.0,3624.0,0.0,-59.0,-23.0,-16.0
225.0,0.0,31.0,0.0,35.6,3624.0,0.0,-59.0,-22.0,-12.0
8.0,0.0,32.0,0.0,35.5,3629.0,0.0,-59.0,-20.0,-14.0
200.0,0.0,33.0,0.0,35.1,3621.0,0.0,-59.0,-19.0,-8.0
44.0,0.0,33.0,0.0,34.6,3626.0,0.0,-57.0,-19.0,-16.0
188.0,0.0,35.0,0.0,33.8,3621.0,0.0,-58.0,-17.0,-16.0
75.0,0.0,35.0,0.0,33.7,3621.0,0.0,-58.0,-21.0,-13.0
249.0,0.0,35.0,0.0,33.4,3624.0,0.0,-59.0,-19.0,-13.0
193.0,0.0,38.0,0.0,31.9,3619.0,0.0,-58.0,-21.0,-12.0
80.0,0.0,43.0,0.0,30.0,3613.0,0.0,-58.0,-23.0,-13.0
97.0,0.0,44.0,0.0,29.6,3619.0,0.0,-57.0,-21.0,-14.0
221.0,0.0,46.0,0.0,28.7,3611.0,0.0,-58.0,-21.0,-15.0
190.0,0.0,47.0,0.0,28.4,3616.0,0.0,-58.0,-20.0,-14.0
43.0,0.0,48.0,0.0,28.0,3608.0,0.0,-58.0,-21.0,-11.0
64.0,0.0,48.0,0.0,27.7,3613.0,0.0,-57.0,-20.0,-9.0
28.0,0.0,48.0,0.0,27.8,3616.0,0.0,-58.0,-24.0,-9.0
44.0,0.0,49.0,0.0,27.6,3616.0,0.0,-58.0,-21.0,0.0
45.0,0.0,51.0,0.0,26.9,3606.0,0.0,-58.0,-21.0,-13.0
229.0,0.0,50.0,0.0,27.0,3611.0,0.0,-56.0,-26.0,-15.0
56.0,0.0,52.0,0.0,26.5,3606.0,0.0,-59.0,-18.0,-10.0
127.0,0.0,59.0,0.0,24.4,3600.0,0.0,-56.0,-19.0,-16.0
137.0,0.0,63.0,0.0,23.0,3598.0,0.0,-60.0,-24.0,-11.0
79.0,0.0,64.0,0.0,22.0,3598.0,0.0,-58.0,-20.0,-12.0
