accMotion,digital,humidity,pulseAbs,temperature,vdd,waterleak,x,y,z
0.0,0.0,42.0,0.0,32.2,3613.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,42.0,0.0,33.0,3616.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,39.0,0.0,36.8,3616.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,36.0,0.0,40.2,3619.0,0.0,-58.0,-21.0,-12.0
3.0,0.0,35.0,0.0,41.3,3626.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,34.0,0.0,41.0,3626.0,0.0,-58.0,-20.0,-13.0
109.0,0.0,29.0,0.0,36.8,3616.0,0.0,-58.0,-20.0,-13.0
188.0,0.0,29.0,0.0,36.6,3621.0,0.0,-58.0,-20.0,-12.0
16.0,0.0,28.0,0.0,36.4,3621.0,0.0,-58.0,-17.0,-13.0
6.0,0.0,29.0,0.0,36.5,3621.0,0.0,-57.0,-22.0,-13.0
55.0,0.0,29.0,0.0,36.8,3624.0,0.0,-58.0,-21.0,-14.0
97.0,0.0,28.0,0.0,36.9,3621.0,0.0,-58.0,-21.0,-13.0
253.0,0.0,28.0,0.0,36.9,3624.0,0.0,-59.0,-21.0,-13.0
63.0,0.0,27.0,0.0,37.1,3616.0,0.0,-60.0,-23.0,-14.0
184.0,0.0,26.0,0.0,37.3,3619.0,0.0,-57.0,-21.0,-12.0
95.0,0.0,26.0,0.0,37.3,3619.0,0.0,-58.0,-21.0,-10.0
83.0,0.0,26.0,0.0,37.3,3621.0,0.0,-59.0,-20.0,-12.0
44.0,0.0,25.0,0.0,37.2,3619.0,0.0,-59.0,-21.0,-14.0
210.0,0.0,25.0,0.0,37.2,3616.0,0.0,-59.0,-21.0,-11.0
169.0,0.0,26.0,0.0,37.0,3621.0,0.0,-58.0,-21.0,-11.0
243.0,0.0,27.0,0.0,36.3,3616.0,0.0,-58.0,-21.0,-12.0
244.0,0.0,27.0,0.0,36.1,3621.0,0.0,-58.0,-21.0,-13.0
21.0,0.0,28.0,0.0,34.9,3616.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,30.0,0.0,33.7,3613.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,32.0,0.0,32.5,3611.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,34.0,0.0,31.7,3608.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,36.0,0.0,30.7,3608.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,36.0,0.0,30.0,3606.0,0.0,-58.0,-21.0,-13.0
1.0,0.0,37.0,0.0,29.1,3603.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,38.0,0.0,28.4,3600.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,39.0,0.0,27.6,3600.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,39.0,0.0,27.0,3598.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,40.0,0.0,26.8,3606.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,40.0,0.0,26.8,3606.0,0.0,-57.0,-20.0,-13.0
1.0,0.0,40.0,0.0,26.2,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,41.0,0.0,26.0,3603.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,43.0,0.0,25.5,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,44.0,0.0,25.3,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,44.0,0.0,24.9,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,45.0,0.0,24.6,3593.0,0.0,-58.0,-20.0,-13.0
1.0,0.0,45.0,0.0,24.5,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,45.0,0.0,24.4,3600.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,46.0,0.0,23.8,3590.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,46.0,0.0,23.4,3590.0,0.0,-57.0,-20.0,-14.0
1.0,0.0,47.0,0.0,22.9,3587.0,0.0,-57.0,-20.0,-13.0
4.0,0.0,48.0,0.0,22.7,3585.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,49.0,0.0,22.4,3585.0,0.0,-56.0,-20.0,-13.0
0.0,0.0,50.0,0.0,22.0,3585.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,51.0,0.0,22.0,3590.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,51.0,0.0,22.1,3595.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,51.0,0.0,22.0,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,22.0,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,22.4,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,52.0,0.0,22.9,3587.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,52.0,0.0,23.2,3593.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,23.5,3595.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,51.0,0.0,23.8,3598.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,50.0,0.0,24.6,3590.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,49.0,0.0,25.6,3593.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,49.0,0.0,26.1,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,48.0,0.0,27.0,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,47.0,0.0,28.6,3598.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,46.0,0.0,29.9,3606.0,0.0,-58.0,-20.0,-13.0
2.0,0.0,44.0,0.0,31.7,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,42.0,0.0,32.0,3606.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,41.0,0.0,32.4,3611.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,41.0,0.0,32.7,3613.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,40.0,0.0,32.9,3616.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,40.0,0.0,32.9,3616.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,39.0,0.0,33.9,3608.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,38.0,0.0,35.7,3616.0,0.0,-58.0,-22.0,-13.0
0.0,0.0,37.0,0.0,36.9,3621.0,0.0,-58.0,-20.0,-13.0
1.0,0.0,37.0,0.0,37.5,3621.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,36.0,0.0,38.2,3624.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,35.0,0.0,39.7,3624.0,0.0,-58.0,-20.0,-13.0
3.0,0.0,32.0,0.0,40.5,3621.0,0.0,-58.0,-20.0,-13.0
3.0,0.0,31.0,0.0,41.7,3624.0,0.0,-59.0,-21.0,-12.0
0.0,0.0,31.0,0.0,41.5,3626.0,0.0,-59.0,-21.0,-12.0
28.0,0.0,30.0,0.0,39.7,3624.0,0.0,-58.0,-21.0,-12.0
38.0,0.0,30.0,0.0,39.9,3626.0,0.0,-59.0,-21.0,-12.0
16.0,0.0,30.0,0.0,39.9,3626.0,0.0,-58.0,-21.0,-13.0
117.0,0.0,29.0,0.0,40.3,3624.0,0.0,-59.0,-21.0,-14.0
107.0,0.0,29.0,0.0,38.4,3621.0,0.0,-58.0,-24.0,-14.0
2.0,0.0,30.0,0.0,37.9,3619.0,0.0,-59.0,-21.0,-13.0
208.0,0.0,30.0,0.0,37.7,3621.0,0.0,-59.0,-22.0,-11.0
181.0,0.0,30.0,0.0,37.6,3624.0,0.0,-59.0,-21.0,-15.0
241.0,0.0,31.0,0.0,37.5,3626.0,0.0,-58.0,-22.0,-14.0
77.0,0.0,31.0,0.0,37.6,3626.0,0.0,-59.0,-20.0,-14.0
209.0,0.0,32.0,0.0,37.4,3624.0,0.0,-57.0,-24.0,-9.0
30.0,0.0,32.0,0.0,37.2,3624.0,0.0,-59.0,-21.0,-12.0
85.0,0.0,32.0,0.0,37.2,3624.0,0.0,-58.0,-20.0,-14.0
77.0,0.0,32.0,0.0,37.1,3624.0,0.0,-58.0,-22.0,-13.0
45.0,0.0,32.0,0.0,36.9,3626.0,0.0,-59.0,-21.0,-12.0
92.0,0.0,32.0,0.0,36.8,3626.0,0.0,-58.0,-20.0,-15.0
143.0,0.0,32.0,0.0,36.6,3624.0,0.0,-58.0,-21.0,-13.0
76.0,0.0,32.0,0.0,36.4,3624.0,0.0,-58.0,-22.0,-10.0
113.0,0.0,33.0,0.0,36.1,3624.0,0.0,-59.0,-20.0,-13.0
112.0,0.0,33.0,0.0,35.5,3624.0,0.0,-58.0,-22.0,-12.0
68.0,0.0,34.0,0.0,34.5,3616.0,0.0,-58.0,-21.0,-10.0
114.0,0.0,34.0,0.0,34.5,3619.0,0.0,-60.0,-19.0,-11.0
176.0,0.0,34.0,0.0,34.5,3621.0,0.0,-57.0,-21.0,-11.0
214.0,0.0,34.0,0.0,34.4,3621.0,0.0,-59.0,-21.0,-11.0
143.0,0.0,34.0,0.0,34.2,3621.0,0.0,-58.0,-21.0,-13.0
11.0,0.0,35.0,0.0,33.6,3613.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,37.0,0.0,32.3,3611.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,37.0,0.0,31.9,3616.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,39.0,0.0,30.7,3608.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,39.0,0.0,29.7,3606.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,40.0,0.0,29.1,3606.0,0.0,-58.0,-21.0,-13.0
1.0,0.0,40.0,0.0,29.0,3611.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,41.0,0.0,28.4,3603.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,41.0,0.0,28.3,3608.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,42.0,0.0,28.0,3611.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,43.0,0.0,27.7,3611.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,43.0,0.0,27.5,3608.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,43.0,0.0,27.2,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,44.0,0.0,26.9,3600.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,44.0,0.0,26.8,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,45.0,0.0,26.6,3606.0,0.0,-57.0,-20.0,-12.0
1.0,0.0,45.0,0.0,26.5,3606.0,0.0,-57.0,-20.0,-13.0
1.0,0.0,45.0,0.0,26.3,3608.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,45.0,0.0,26.2,3608.0,0.0,-57.0,-21.0,-13.0
1.0,0.0,46.0,0.0,26.1,3606.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,46.0,0.0,26.0,3606.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,47.0,0.0,25.9,3606.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,47.0,0.0,25.4,3595.0,0.0,-57.0,-19.0,-13.0
0.0,0.0,47.0,0.0,25.3,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,48.0,0.0,25.0,3593.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,48.0,0.0,24.9,3600.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,49.0,0.0,24.7,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,50.0,0.0,24.5,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,50.0,0.0,24.5,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,50.0,0.0,24.0,3590.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,51.0,0.0,23.8,3595.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,51.0,0.0,23.6,3600.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,52.0,0.0,23.6,3590.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,52.0,0.0,23.4,3595.0,0.0,-57.0,-19.0,-13.0
0.0,0.0,52.0,0.0,23.4,3598.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,52.0,0.0,23.3,3598.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,52.0,0.0,24.1,3590.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,52.0,0.0,24.7,3593.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,52.0,0.0,24.9,3598.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,52.0,0.0,25.6,3593.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,52.0,0.0,25.9,3600.0,0.0,-56.0,-20.0,-13.0
0.0,0.0,51.0,0.0,26.1,3603.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,51.0,0.0,27.0,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,51.0,0.0,27.2,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,50.0,0.0,27.6,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,50.0,0.0,27.9,3608.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,49.0,0.0,29.8,3600.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,48.0,0.0,31.4,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,45.0,0.0,32.5,3608.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,45.0,0.0,32.6,3613.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,44.0,0.0,32.8,3616.0,0.0,-58.0,-21.0,-14.0
2.0,0.0,44.0,0.0,32.6,3616.0,0.0,-57.0,-20.0,-14.0
3.0,0.0,43.0,0.0,32.9,3616.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,42.0,0.0,32.9,3616.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,41.0,0.0,33.6,3611.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,40.0,0.0,37.2,3616.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,38.0,0.0,39.1,3621.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,38.0,0.0,39.8,3624.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,37.0,0.0,40.6,3626.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,36.0,0.0,41.1,3626.0,0.0,-59.0,-20.0,-12.0
0.0,0.0,35.0,0.0,41.1,3626.0,0.0,-59.0,-21.0,-13.0
0.0,0.0,34.0,0.0,41.2,3626.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,34.0,0.0,41.8,3626.0,0.0,-58.0,-20.0,-13.0
1.0,0.0,32.0,0.0,42.1,3626.0,0.0,-58.0,-22.0,-13.0
80.0,0.0,32.0,0.0,40.4,3629.0,0.0,-58.0,-20.0,-13.0
192.0,0.0,32.0,0.0,38.2,3621.0,0.0,-58.0,-23.0,-12.0
171.0,0.0,32.0,0.0,38.2,3626.0,0.0,-58.0,-20.0,-15.0
188.0,0.0,32.0,0.0,37.7,3624.0,0.0,-59.0,-18.0,-12.0
153.0,0.0,33.0,0.0,37.9,3621.0,0.0,-57.0,-22.0,-13.0
155.0,0.0,33.0,0.0,37.8,3624.0,0.0,-60.0,-22.0,-9.0
189.0,0.0,32.0,0.0,38.2,3626.0,0.0,-59.0,-18.0,-13.0
235.0,0.0,31.0,0.0,38.3,3626.0,0.0,-58.0,-21.0,-10.0
208.0,0.0,31.0,0.0,38.3,3626.0,0.0,-58.0,-21.0,-11.0
36.0,0.0,31.0,0.0,38.5,3626.0,0.0,-59.0,-20.0,-12.0
3.0,0.0,30.0,0.0,38.5,3626.0,0.0,-59.0,-22.0,-11.0
193.0,0.0,30.0,0.0,38.7,3626.0,0.0,-58.0,-20.0,-13.0
193.0,0.0,30.0,0.0,38.8,3626.0,0.0,-59.0,-19.0,-12.0
103.0,0.0,30.0,0.0,38.8,3626.0,0.0,-58.0,-21.0,-13.0
14.0,0.0,30.0,0.0,38.7,3626.0,0.0,-58.0,-22.0,-12.0
217.0,0.0,30.0,0.0,38.6,3626.0,0.0,-58.0,-20.0,-12.0
234.0,0.0,29.0,0.0,38.5,3626.0,0.0,-58.0,-21.0,-13.0
169.0,0.0,30.0,0.0,38.3,3626.0,0.0,-58.0,-21.0,-12.0
21.0,0.0,29.0,0.0,38.0,3626.0,0.0,-58.0,-21.0,-11.0
139.0,0.0,29.0,0.0,37.9,3626.0,0.0,-58.0,-20.0,-13.0
11.0,0.0,30.0,0.0,37.4,3621.0,0.0,-59.0,-19.0,-13.0
173.0,0.0,32.0,0.0,36.4,3619.0,0.0,-58.0,-20.0,-12.0
104.0,0.0,34.0,0.0,35.1,3616.0,0.0,-60.0,-21.0,-12.0
39.0,0.0,34.0,0.0,35.0,3621.0,0.0,-58.0,-21.0,-13.0
69.0,0.0,35.0,0.0,34.5,3616.0,0.0,-59.0,-21.0,-15.0
112.0,0.0,35.0,0.0,34.2,3613.0,0.0,-58.0,-21.0,-12.0
133.0,0.0,36.0,0.0,34.0,3619.0,0.0,-58.0,-20.0,-14.0
85.0,0.0,37.0,0.0,33.4,3611.0,0.0,-58.0,-21.0,-13.0
5.0,0.0,39.0,0.0,32.8,3611.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,40.0,0.0,32.0,3611.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,41.0,0.0,30.7,3611.0,0.0,-59.0,-20.0,-12.0
0.0,0.0,41.0,0.0,30.5,3613.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,43.0,0.0,29.8,3606.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,44.0,0.0,29.2,3603.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,44.0,0.0,29.1,3611.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,45.0,0.0,28.3,3603.0,0.0,-58.0,-21.0,-13.0
1.0,0.0,45.0,0.0,28.2,3608.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,47.0,0.0,27.7,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,47.0,0.0,27.4,3606.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,47.0,0.0,27.3,3606.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,47.0,0.0,26.7,3598.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,48.0,0.0,26.7,3603.0,0.0,-56.0,-20.0,-13.0
0.0,0.0,48.0,0.0,26.4,3595.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,49.0,0.0,26.3,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,49.0,0.0,26.2,3595.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,51.0,0.0,26.2,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,52.0,0.0,25.9,3595.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,52.0,0.0,25.7,3600.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,52.0,0.0,25.1,3595.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,53.0,0.0,24.7,3593.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,53.0,0.0,24.5,3600.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,53.0,0.0,24.4,3600.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,54.0,0.0,24.1,3593.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,54.0,0.0,24.1,3598.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,54.0,0.0,24.2,3600.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,54.0,0.0,24.7,3603.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,54.0,0.0,24.9,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,53.0,0.0,25.8,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,53.0,0.0,26.7,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,52.0,0.0,27.4,3598.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,52.0,0.0,27.6,3603.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,52.0,0.0,27.8,3606.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,28.1,3606.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,51.0,0.0,28.6,3608.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,51.0,0.0,28.9,3611.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,29.1,3611.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,50.0,0.0,29.4,3611.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,50.0,0.0,29.5,3611.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,50.0,0.0,30.4,3611.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,49.0,0.0,31.6,3613.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,48.0,0.0,32.2,3616.0,0.0,-58.0,-21.0,-14.0
2.0,0.0,48.0,0.0,32.4,3616.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,47.0,0.0,32.7,3616.0,0.0,-58.0,-20.0,-12.0
0.0,0.0,45.0,0.0,33.1,3611.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,45.0,0.0,33.1,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,44.0,0.0,34.1,3611.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,43.0,0.0,35.1,3616.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,40.0,0.0,40.3,3621.0,0.0,-58.0,-20.0,-14.0
1.0,0.0,39.0,0.0,40.6,3624.0,0.0,-58.0,-21.0,-13.0
1.0,0.0,38.0,0.0,40.3,3626.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,36.0,0.0,42.4,3624.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,33.0,0.0,42.3,3626.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,33.0,0.0,42.7,3626.0,0.0,-59.0,-20.0,-12.0
3.0,0.0,31.0,0.0,41.0,3626.0,0.0,-59.0,-20.0,-13.0
116.0,0.0,29.0,0.0,40.4,3624.0,0.0,-59.0,-21.0,-14.0
24.0,0.0,29.0,0.0,41.3,3626.0,0.0,-59.0,-20.0,-14.0
57.0,0.0,29.0,0.0,40.9,3626.0,0.0,-59.0,-20.0,-13.0
0.0,0.0,29.0,0.0,43.4,3626.0,0.0,-58.0,-20.0,-12.0
2.0,0.0,27.0,0.0,42.9,3626.0,0.0,-59.0,-23.0,-14.0
59.0,0.0,26.0,0.0,41.5,3629.0,0.0,-59.0,-21.0,-8.0
235.0,0.0,27.0,0.0,40.6,3626.0,0.0,-57.0,-23.0,-8.0
34.0,0.0,28.0,0.0,39.5,3624.0,0.0,-59.0,-21.0,-12.0
71.0,0.0,28.0,0.0,39.2,3626.0,0.0,-59.0,-20.0,-9.0
101.0,0.0,28.0,0.0,39.1,3626.0,0.0,-59.0,-21.0,-12.0
46.0,0.0,28.0,0.0,39.0,3626.0,0.0,-57.0,-21.0,-13.0
83.0,0.0,29.0,0.0,38.4,3621.0,0.0,-57.0,-22.0,-13.0
255.0,0.0,30.0,0.0,38.1,3626.0,0.0,-59.0,-21.0,-12.0
64.0,0.0,29.0,0.0,37.8,3621.0,0.0,-58.0,-20.0,-10.0
190.0,0.0,30.0,0.0,37.2,3624.0,0.0,-58.0,-20.0,-14.0
172.0,0.0,31.0,0.0,36.9,3624.0,0.0,-59.0,-21.0,-12.0
26.0,0.0,31.0,0.0,36.7,3626.0,0.0,-57.0,-21.0,-12.0
19.0,0.0,31.0,0.0,36.5,3626.0,0.0,-58.0,-22.0,-14.0
34.0,0.0,30.0,0.0,36.4,3624.0,0.0,-58.0,-19.0,-14.0
132.0,0.0,30.0,0.0,36.2,3624.0,0.0,-58.0,-22.0,-13.0
118.0,0.0,31.0,0.0,35.8,3619.0,0.0,-60.0,-21.0,-12.0
6.0,0.0,31.0,0.0,35.7,3621.0,0.0,-58.0,-20.0,-12.0
5.0,0.0,33.0,0.0,35.0,3616.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,34.0,0.0,34.2,3616.0,0.0,-59.0,-20.0,-13.0
1.0,0.0,34.0,0.0,33.8,3621.0,0.0,-57.0,-20.0,-12.0
0.0,0.0,36.0,0.0,32.8,3611.0,0.0,-58.0,-20.0,-13.0
1.0,0.0,37.0,0.0,31.9,3611.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,38.0,0.0,30.9,3611.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,39.0,0.0,30.7,3616.0,0.0,-59.0,-20.0,-12.0
0.0,0.0,39.0,0.0,30.5,3616.0,0.0,-58.0,-21.0,-12.0
0.0,0.0,39.0,0.0,30.3,3616.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,40.0,0.0,29.5,3606.0,0.0,-58.0,-21.0,-14.0
0.0,0.0,41.0,0.0,29.1,3611.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,41.0,0.0,29.1,3613.0,0.0,-58.0,-21.0,-13.0
0.0,0.0,42.0,0.0,29.0,3613.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,42.0,0.0,28.5,3613.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,43.0,0.0,27.9,3603.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,43.0,0.0,27.7,3608.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,43.0,0.0,27.6,3608.0,0.0,-57.0,-19.0,-13.0
0.0,0.0,43.0,0.0,27.5,3608.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,44.0,0.0,27.3,3611.0,0.0,-57.0,-20.0,-13.0
2.0,0.0,45.0,0.0,27.1,3611.0,0.0,-57.0,-22.0,-13.0
1.0,0.0,45.0,0.0,26.8,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,46.0,0.0,26.5,3598.0,0.0,-57.0,-21.0,-14.0
0.0,0.0,46.0,0.0,26.3,3606.0,0.0,-57.0,-22.0,-14.0
0.0,0.0,48.0,0.0,25.9,3598.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,48.0,0.0,25.7,3600.0,0.0,-58.0,-20.0,-13.0
0.0,0.0,48.0,0.0,25.6,3603.0,0.0,-57.0,-20.0,-14.0
0.0,0.0,48.0,0.0,25.5,3606.0,0.0,-58.0,-19.0,-13.0
0.0,0.0,49.0,0.0,25.2,3595.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,49.0,0.0,25.0,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,49.0,0.0,24.9,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,50.0,0.0,24.7,3603.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,50.0,0.0,24.7,3603.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,24.5,3595.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,24.5,3600.0,0.0,-57.0,-20.0,-14.0
1.0,0.0,51.0,0.0,24.8,3593.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,25.5,3595.0,0.0,-56.0,-20.0,-14.0
0.0,0.0,51.0,0.0,25.7,3600.0,0.0,-57.0,-21.0,-13.0
1.0,0.0,52.0,0.0,25.8,3603.0,0.0,-56.0,-20.0,-12.0
0.0,0.0,51.0,0.0,26.2,3606.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,51.0,0.0,26.6,3606.0,0.0,-57.0,-21.0,-12.0
0.0,0.0,51.0,0.0,27.5,3598.0,0.0,-58.0,-20.0,-14.0
0.0,0.0,50.0,0.0,27.8,3606.0,0.0,-57.0,-20.0,-13.0
0.0,0.0,50.0,0.0,28.8,3600.0,0.0,-57.0,-21.0,-13.0
0.0,0.0,49.0,0.0,29.2,3608.0,0.0,-58.0,-21.0,-13.0
