-2206.21 -2206.21
-2209.68 -2209.68
-2209.93 -2209.93
-2213.74 -2213.74
-2235.08 -2235.08
 -2339.2 -2339.21
-2208.39 -2208.39
-2238.51 -2238.51
-2264.57 -2264.58
 -2261.6  -2261.6
-2359.46 -2359.46
-2368.09 -2368.09
-2281.72 -2281.73
 -2326.3  -2326.3
 -2381.3  -2381.3
-2270.83 -2270.83
-2390.75 -2390.75
-2311.91 -2311.92
-2224.99 -2224.99
-2206.74 -2206.74
 -2238.2 -2238.21
   -2251    -2251
-2326.95 -2326.95
 -2382.2  -2382.2
-2247.37 -2247.37
 -2199.8  -2199.8
-2204.67 -2204.67
-2206.64 -2206.64
-2199.72 -2199.72
-2197.49 -2197.49
-2265.06 -2265.06
-2210.11 -2210.11
-2196.98 -2196.99
-2196.96 -2196.96
-2195.69 -2195.69
-2193.56 -2193.56
-2193.13 -2193.13
 -2189.9  -2189.9
-2192.97 -2192.98
-2194.57 -2194.57
-2189.44 -2189.45
-2187.27 -2187.27
-2189.53 -2189.53
-2190.85 -2190.85
-2191.99 -2191.99
-2193.79 -2193.79
 -2188.8  -2188.8
-2191.79 -2191.79
-2189.13 -2189.13
-2192.43 -2192.43
-2195.51 -2195.51
-2194.43 -2194.44
-2192.75 -2192.75
-2194.95 -2194.95
-2196.32 -2196.33
-2199.58 -2199.59
-2201.41 -2201.41
-2203.26 -2203.27
-2198.61 -2198.61
-2204.52 -2204.52
-2200.37 -2200.37
-2208.76 -2208.76
   -2213    -2213
-2211.82 -2211.82
-2216.97 -2216.97
-2218.31 -2218.31
-2215.56 -2215.56
-2215.98 -2215.98
-2218.89 -2218.89
 -2241.5  -2241.5
-2215.21 -2215.22
-2227.93 -2227.93
-2219.87 -2219.87
-2234.25 -2234.25
-2304.38 -2304.38
-2275.91 -2275.91
-2232.34 -2232.34
-2369.84 -2369.85
-2359.14 -2359.14
-2384.64 -2384.64
-2226.39 -2226.39
-2294.45 -2294.46
-2320.45 -2320.45
-2209.31 -2209.31
-2210.22 -2210.22
-2206.73 -2206.73
-2203.41 -2203.41
-2201.39 -2201.39
-2204.63 -2204.63
-2207.58 -2207.59
-2197.15 -2197.16
-2197.09 -2197.09
-2197.06 -2197.06
-2199.95 -2199.95
-2201.79 -2201.79
-2196.74 -2196.74
-2199.83 -2199.83
-2197.83 -2197.83
-2198.37 -2198.37
-2193.13 -2193.13
 -2196.4  -2196.4
   -2193    -2193
-2196.06 -2196.06
-2196.03 -2196.03
 -2197.8  -2197.8
-2190.91 -2190.91
-2192.72 -2192.72
-2189.44 -2189.44
-2194.35 -2194.35
 -2195.6 -2195.61
-2192.69 -2192.69
-2192.53 -2192.54
-2195.55 -2195.55
-2195.84 -2195.85
-2198.89  -2198.9
-2194.62 -2194.62
-2195.96 -2195.96
-2196.18 -2196.18
-2198.31 -2198.31
-2199.65 -2199.65
-2203.44 -2203.44
-2199.99 -2199.99
-2205.03 -2205.03
-2206.93 -2206.94
-2204.21 -2204.21
-2206.62 -2206.62
-2209.36 -2209.36
-2218.29 -2218.29
-2214.89  -2214.9
-2215.37 -2215.38
-2219.07 -2219.07
-2222.71 -2222.71
-2403.84 -2403.84
-2236.88 -2236.88
-2226.15 -2226.15
-2284.44 -2284.44
-2247.23 -2247.23
-2253.72 -2253.73
-2315.56 -2315.56
-2388.46 -2388.46
-2292.78 -2292.78
-2239.11 -2239.11
-2313.46 -2313.46
-2217.51 -2217.52
-2342.76 -2342.76
-2236.05 -2236.06
-2210.78 -2210.78
-2214.21 -2214.21
-2215.34 -2215.34
-2208.78 -2208.79
-2211.96 -2211.96
-2211.84 -2211.84
-2205.51 -2205.52
-2203.28 -2203.28
 -2208.2  -2208.2
-2202.97 -2202.98
-2200.99 -2200.99
-2199.11 -2199.11
-2203.76 -2203.77
-2203.86 -2203.86
-2200.91 -2200.91
-2197.03 -2197.03
-2196.76 -2196.76
-2196.58 -2196.58
-2199.64 -2199.65
-2199.74 -2199.74
-2196.49 -2196.49
-2195.15 -2195.15
-2197.99 -2197.99
-2194.94 -2194.94
-2196.01 -2196.01
-2197.96 -2197.96
-2197.81 -2197.81
-2192.87 -2192.87
-2194.84 -2194.84
-2196.13 -2196.14
-2196.12 -2196.12
 -2199.2  -2199.2
-2198.22 -2198.22
-2199.68 -2199.68
-2199.84 -2199.84
-2201.95 -2201.95
